ticker,name,url
IDFCFIRSTB,IDFC First Bank,https://www.screener.in/company/IDFCFIRSTB/
APARINDS,Apar Inds.,https://www.screener.in/company/APARINDS/consolidated/
ATGL,Adani Total Gas,https://www.screener.in/company/ATGL/
YESBANK,Yes Bank,https://www.screener.in/company/YESBANK/consolidated/
BAJAJHFL,Bajaj Housing,https://www.screener.in/company/BAJAJHFL/
PRESTIGE,Prestige Estates,https://www.screener.in/company/PRESTIGE/consolidated/
DABUR,Dabur India,https://www.screener.in/company/DABUR/consolidated/
FORTIS,Fortis Health.,https://www.screener.in/company/FORTIS/consolidated/
GLENMARK,Glenmark Pharma.,https://www.screener.in/company/GLENMARK/consolidated/
PHOENIXLTD,Phoenix Mills,https://www.screener.in/company/PHOENIXLTD/consolidated/
BIOCON,Biocon,https://www.screener.in/company/BIOCON/consolidated/
OBEROIRLTY,Oberoi Realty,https://www.screener.in/company/OBEROIRLTY/consolidated/
BANKINDIA,Bank of India,https://www.screener.in/company/BANKINDIA/consolidated/
MAHABANK,Bank of Maha,https://www.screener.in/company/MAHABANK/consolidated/
SUZLON,Suzlon Energy,https://www.screener.in/company/SUZLON/consolidated/
ALKEM,Alkem Lab,https://www.screener.in/company/ALKEM/consolidated/
TORNTPOWER,Torrent Power,https://www.screener.in/company/TORNTPOWER/consolidated/
KALYANKJIL,Kalyan Jewellers,https://www.screener.in/company/KALYANKJIL/consolidated/
SBICARD,SBI Cards,https://www.screener.in/company/SBICARD/
MOTILALOFS,Motil.Oswal.Fin.,https://www.screener.in/company/MOTILALOFS/consolidated/
SCHAEFFLER,Schaeffler India,https://www.screener.in/company/SCHAEFFLER/
RADICO,Radico Khaitan,https://www.screener.in/company/RADICO/consolidated/
GODREJPROP,Godrej Propert.,https://www.screener.in/company/GODREJPROP/consolidated/
GICRE,General Insuranc,https://www.screener.in/company/GICRE/consolidated/
APLAPOLLO,APL Apollo Tubes,https://www.screener.in/company/APLAPOLLO/consolidated/
JSL,Jindal Stain.,https://www.screener.in/company/JSL/consolidated/
BERGEPAINT,Berger Paints,https://www.screener.in/company/BERGEPAINT/consolidated/
COROMANDEL,Coromandel Inter,https://www.screener.in/company/COROMANDEL/consolidated/
HDBFS,HDB FINANC SER,https://www.screener.in/company/HDBFS/
MRF,MRF,https://www.screener.in/company/MRF/consolidated/
ABBOTINDIA,Abbott India,https://www.screener.in/company/ABBOTINDIA/
LINDEINDIA,Linde India,https://www.screener.in/company/LINDEINDIA/
TIINDIA,Tube Investments,https://www.screener.in/company/TIINDIA/consolidated/
MFSL,Max Financial,https://www.screener.in/company/MFSL/consolidated/
M&MFIN,M & M Fin. Serv.,https://www.screener.in/company/M&MFIN/consolidated/
KEI,KEI Industries,https://www.screener.in/company/KEI/consolidated/
FLUOROCHEM,Gujarat Fluoroch,https://www.screener.in/company/FLUOROCHEM/consolidated/
ANTHEM,Anthem Bioscienc,https://www.screener.in/company/ANTHEM/consolidated/
VMM,Vishal Mega Mart,https://www.screener.in/company/VMM/consolidated/
GLAXO,Glaxosmi. Pharma,https://www.screener.in/company/GLAXO/consolidated/
COLPAL,Colgate-Palmoliv,https://www.screener.in/company/COLPAL/
SUNDARMFIN,Sundaram Finance,https://www.screener.in/company/SUNDARMFIN/consolidated/
BDL,Bharat Dynamics,https://www.screener.in/company/BDL/
UPL,UPL,https://www.screener.in/company/UPL/consolidated/
IPCALAB,Ipca Labs.,https://www.screener.in/company/IPCALAB/consolidated/
360ONE,360 ONE,https://www.screener.in/company/360ONE/consolidated/
AIIL,Authum Invest,https://www.screener.in/company/AIIL/
THERMAX,Thermax,https://www.screener.in/company/THERMAX/consolidated/
TATACOMM,Tata Comm,https://www.screener.in/company/TATACOMM/consolidated/
MPHASIS,Mphasis,https://www.screener.in/company/MPHASIS/consolidated/
RVNL,Rail Vikas,https://www.screener.in/company/RVNL/consolidated/
PREMIERENE,Premier Energies,https://www.screener.in/company/PREMIERENE/consolidated/
